iatiidentifier,commitment_usd_full,disbursement_usd_full,n_disb_years_full
XI-IATI-EC_NEAR-2024-PC-32056,9115200,1726718.5422,1
XI-IATI-EC_NEAR-2024-PC-34437,271991.87100000004,0,0
XI-IATI-EC_NEAR-2024-PC-36865,17091000,17091000,1
XI-IATI-EC_NEAR-2024-PC-36873,207370800,113940000,1
XI-IATI-EC_NEAR-2024-PC-37108,32472900,0,0
XI-IATI-EC_NEAR-2024-PC-38097,2278800,143919.231948,1
XI-IATI-EC_NEAR-2024-PC-38100,1139400,227880,1
XI-IATI-EC_NEAR-2024-PC-39790,894429,0,0
XI-IATI-EC_NEAR-2024-PC-41992,3418200000,3418200000,1
XI-IATI-IADB-AR-L1268,200000000,200000000,1
XI-IATI-IADB-AR-L1283,300000000,300000000,1
XI-IATI-IADB-AR-L1298,200000000,200000000,1
XI-IATI-IADB-AR-L1303,200000000,200000000,1
XI-IATI-IADB-AR-L1304,300000000,300000000,1
XI-IATI-IADB-AR-L1351,500000000,500000000,1
XI-IATI-IADB-AR-L1370,350000000,350000000,1
XI-IATI-IADB-AR-L1404,650000000,650000000,1
XI-IATI-IADB-AR-L1412,800000000,800000000,1
XI-IATI-IADB-AR-L1413,400000000,400000000,1
XI-IATI-IADB-BA-L1048,80000000,80000000,1
XI-IATI-IADB-BA-L1050,120000000,120000000,1
XI-IATI-IADB-BA-L1052,100000000,100000000,1
XI-IATI-IADB-BA-L1056,100000000,100000000,1
XI-IATI-IADB-BA-L1060,100000000,100000000,1
XI-IATI-IADB-BA-L1061,100000000,100000000,1
XI-IATI-IADB-BA-L1062,100000000,100000000,1
XI-IATI-IADB-BA-U0001,100000000,0,0
XI-IATI-IADB-BA-U0002,150000000,0,0
XI-IATI-IADB-BH-L1050,200000000,200000000,1
XI-IATI-IADB-BH-L1052,140000000,140000000,1
XI-IATI-IADB-BH-L1056,160000000,160000000,1
XI-IATI-IADB-BH-L1062,160000000,160000000,1
XI-IATI-IADB-BH-U0001,200000000,0,0
XI-IATI-IADB-BH-U0002,400000000,0,0
XI-IATI-IADB-BO-L1089,106000000,106000000,1
XI-IATI-IADB-BO-L1100,90000000,90000000,1
XI-IATI-IADB-BO-L1104,142530000,142530000,1
XI-IATI-IADB-BO-L1107,100000000,100000000,1
XI-IATI-IADB-BO-L1112,120000000,120000000,1
XI-IATI-IADB-BO-L1183,140000000,140000000,1
XI-IATI-IADB-BO-L1189,51600000,51600000,1
XI-IATI-IADB-BO-L1199,100000000,100000000,1
XI-IATI-IADB-BO-L1200,100000000,100000000,1
XI-IATI-IADB-BR-L1374,250000000,250000000,2
XI-IATI-IADB-BR-L1375,200000000,200000000,1
XI-IATI-IADB-BR-L1381,400000000,400000000,2
XI-IATI-IADB-BR-L1385,184000000,184000000,2
XI-IATI-IADB-BR-L1575,104000000,104000000,2
XI-IATI-IADB-CH-L1095,90000000,90000000,3
XI-IATI-IADB-CH-L1110,130000000,130000000,1
XI-IATI-IADB-CH-L1111,100000000,100000000,1
XI-IATI-IADB-CH-L1134,35000000,35000000,1
XI-IATI-IADB-CH-L1135,100000000,100000000,2
XI-IATI-IADB-CH-L1136,100000000,100000000,2
XI-IATI-IADB-CH-L1145,100000000,100000000,2
XI-IATI-IADB-CH-L1148,50000000,50000000,2
XI-IATI-IADB-CH-L1149,300000000,300000000,1
XI-IATI-IADB-CH-L1157,50000000,50000000,1
XI-IATI-IADB-CH-L1159,0,50000000,1
XI-IATI-IADB-CH-L1160,500000000,500000000,1
XI-IATI-IADB-CH-L1164,100000000,100000000,1
XI-IATI-IADB-CH-L1165,300000000,300000000,1
XI-IATI-IADB-CH-L1172,100000000,100000000,1
XI-IATI-IADB-CH-L1174,250000000,250000000,1
XI-IATI-IADB-CH-L1179,100000000,100000000,1
XI-IATI-IADB-CO-J0014,17589000,35178000,1
XI-IATI-IADB-CO-L1141,400000000,400000000,1
XI-IATI-IADB-CO-L1142,400000000,400000000,1
XI-IATI-IADB-CO-L1144,500000000,500000000,1
XI-IATI-IADB-CO-L1162,400000000,400000000,1
XI-IATI-IADB-CO-L1163,400000000,400000000,1
XI-IATI-IADB-CO-L1214,450000000,450000000,1
XI-IATI-IADB-CO-L1217,300000000,300000000,1
XI-IATI-IADB-CO-L1227,600000000,600000000,1
XI-IATI-IADB-CO-L1233,350000000,350000000,1
XI-IATI-IADB-CO-L1237,600000000,600000000,1
XI-IATI-IADB-CO-L1252,300000000,300000000,1
XI-IATI-IADB-CO-L1254,850000000,850000000,1
XI-IATI-IADB-CO-L1268,200000000,200000000,1
XI-IATI-IADB-CO-L1272,300000000,300000000,1
XI-IATI-IADB-CO-L1274,300000000,300000000,1
XI-IATI-IADB-CO-L1283,500000000,500000000,1
XI-IATI-IADB-CO-L1291,500000000,500000000,1
XI-IATI-IADB-CO-L1302,600000000,600000000,1
XI-IATI-IADB-CR-L1081,350000000,350000000,1
XI-IATI-IADB-CR-L1142,230000000,230000000,1
XI-IATI-IADB-CR-L1145,250000000,250000000,1
XI-IATI-IADB-DR-L1058,400000000,400000000,1
XI-IATI-IADB-DR-L1072,250000000,250000000,1
XI-IATI-IADB-DR-L1073,150000000,150000000,1
XI-IATI-IADB-DR-L1079,300000000,300000000,1
XI-IATI-IADB-DR-L1121,300000000,300000000,1
XI-IATI-IADB-DR-L1132,250000000,250000000,1
XI-IATI-IADB-DR-L1140,200000000,200000000,1
XI-IATI-IADB-DR-L1144,250000000,250000000,1
XI-IATI-IADB-DR-L1146,250000000,250000000,1
XI-IATI-IADB-DR-L1162,300000000,300000000,1
XI-IATI-IADB-EC-L1140,500000000,500000000,1
XI-IATI-IADB-EC-L1238,100000000,100000000,2
XI-IATI-IADB-EC-L1252,300000000,300000000,2
XI-IATI-IADB-EC-L1265,280000000,280000000,1
XI-IATI-IADB-EC-L1273,200000000,200000000,1
XI-IATI-IADB-EC-L1277,250000000,250000000,1
XI-IATI-IADB-EC-L1280,400000000,400000000,1
XI-IATI-IADB-EC-L1287,500000000,950000000,1
XI-IATI-IADB-EC-L1293,600000000,600000000,1
XI-IATI-IADB-EC-L1301,400000000,400000000,1
XI-IATI-IADB-EC-L1310,200000000,200000000,1
XI-IATI-IADB-EC-U0005,85000000,0,0
XI-IATI-IADB-EC-U0007,155000000,0,0
XI-IATI-IADB-ES-L1093,350000000,350000000,1
XI-IATI-IADB-ES-L1137,200000000,200000000,1
XI-IATI-IADB-ES-L1143,250000000,250000000,1
XI-IATI-IADB-GU-L1085,250000000,250000000,1
XI-IATI-IADB-GU-L1096,250000000,250000000,1
XI-IATI-IADB-GU-L1183,300000000,300000000,1
XI-IATI-IADB-GY-L1043,17160000,17160000,1
XI-IATI-IADB-GY-L1067,11640000,11640000,2
XI-IATI-IADB-GY-L1075,34000000,34000000,1
XI-IATI-IADB-GY-L1083,130000000,130000000,1
XI-IATI-IADB-GY-L1086,30000000,30000000,1
XI-IATI-IADB-GY-L1089,350000000,350000000,1
XI-IATI-IADB-HA-L1088,12000000,12000000,1
XI-IATI-IADB-HA-L1090,15000000,15000000,1
XI-IATI-IADB-HA-L1099,27000000,27000000,1
XI-IATI-IADB-HO-L1070,130000000,130000000,1
XI-IATI-IADB-HO-L1103,60000000,60000000,1
XI-IATI-IADB-HO-L1118,40000000,40000000,1
XI-IATI-IADB-HO-L1182,50000000,50000000,1
XI-IATI-IADB-HO-L1189,50000000,50000000,1
XI-IATI-IADB-HO-L1193,49780000,49780000,1
XI-IATI-IADB-HO-L1198,90000000,90000000,1
XI-IATI-IADB-HO-L1204,59500000,59500000,1
XI-IATI-IADB-HO-L1206,111650000,111650000,1
XI-IATI-IADB-HO-L1207,60000000,60000000,1
XI-IATI-IADB-HO-L1219,118480000,118480000,1
XI-IATI-IADB-HO-L1229,56100000,56100000,1
XI-IATI-IADB-HO-L1232,195000000,195000000,1
XI-IATI-IADB-HO-L1248,25600000,25600000,1
XI-IATI-IADB-JA-L1014,60000000,60000000,1
XI-IATI-IADB-JA-L1033,25000000,25000000,1
XI-IATI-IADB-JA-L1038,80000000,80000000,1
XI-IATI-IADB-JA-L1051,130000000,130000000,1
XI-IATI-IADB-JA-L1055,50000000,50000000,1
XI-IATI-IADB-JA-L1058,100000000,100000000,1
XI-IATI-IADB-JA-L1078,110000000,110000000,2
XI-IATI-IADB-JA-L1080,50000000,50000000,1
XI-IATI-IADB-JA-L1086,100000000,100000000,1
XI-IATI-IADB-JA-L1087,75000000,75000000,1
XI-IATI-IADB-JA-L1088,100000000,100000000,1
XI-IATI-IADB-ME-L1144,800000000,800000000,2
XI-IATI-IADB-ME-L1186,600000000,600000000,2
XI-IATI-IADB-ME-L1189,600000000,600000000,1
XI-IATI-IADB-ME-L1253,650000000,650000000,1
XI-IATI-IADB-ME-L1264,600000000,600000000,1
XI-IATI-IADB-ME-L1266,600000000,600000000,1
XI-IATI-IADB-ME-L1276,600000000,600000000,1
XI-IATI-IADB-ME-L1289,800000000,800000000,1
XI-IATI-IADB-ME-L1294,600000000,600000000,1
XI-IATI-IADB-ME-L1299,700000000,700000000,1
XI-IATI-IADB-ME-L1315,700000000,700000000,1
XI-IATI-IADB-ME-L1322,500000000,500000000,1
XI-IATI-IADB-ME-L1331,600000000,600000000,1
XI-IATI-IADB-ME-L1332,600000000,600000000,1
XI-IATI-IADB-ME-L1341,550000000,550000000,1
XI-IATI-IADB-NI-L1079,45000000,45000000,1
XI-IATI-IADB-NI-L1089,65000000,65000000,1
XI-IATI-IADB-NI-L1096,65000000,65000000,1
XI-IATI-IADB-NI-L1144,65000000,65000000,1
XI-IATI-IADB-PE-L1099,25000000,25000000,1
XI-IATI-IADB-PE-L1138,25000000,25000000,1
XI-IATI-IADB-PE-L1140,25000000,25000000,1
XI-IATI-IADB-PE-L1154,300000000,300000000,1
XI-IATI-IADB-PE-L1169,300000000,300000000,1
XI-IATI-IADB-PE-L1223,100000000,100000000,1
XI-IATI-IADB-PE-L1244,50000000,50000000,1
XI-IATI-IADB-PE-L1261,400000000,400000000,1
XI-IATI-IADB-PE-L1262,600000000,600000000,1
XI-IATI-IADB-PE-L1267,500000000,500000000,1
XI-IATI-IADB-PE-L1276,300000000,300000000,1
XI-IATI-IADB-PE-L1283,300000000,300000000,1
XI-IATI-IADB-PE-L1303,550000000,550000000,1
XI-IATI-IADB-PN-L1100,300000000,300000000,1
XI-IATI-IADB-PN-L1103,150000000,150000000,1
XI-IATI-IADB-PN-L1110,150000000,150000000,1
XI-IATI-IADB-PN-L1118,200000000,200000000,1
XI-IATI-IADB-PN-L1119,200000000,200000000,1
XI-IATI-IADB-PN-L1145,300000000,300000000,1
XI-IATI-IADB-PN-L1149,200000000,200000000,1
XI-IATI-IADB-PN-L1151,200000000,200000000,1
XI-IATI-IADB-PN-L1152,200000000,200000000,1
XI-IATI-IADB-PN-L1156,150000000,150000000,1
XI-IATI-IADB-PN-L1159,200000000,200000000,1
XI-IATI-IADB-PN-L1162,150000000,150000000,1
XI-IATI-IADB-PN-L1167,150000000,300000000,1
XI-IATI-IADB-PN-L1175,150000000,150000000,1
XI-IATI-IADB-PN-L1178,300000000,300000000,1
XI-IATI-IADB-PN-L1181,200000000,200000000,1
XI-IATI-IADB-PN-L1193,350000000,350000000,1
XI-IATI-IADB-PR-L1101,200000000,200000000,2
XI-IATI-IADB-PR-L1144,200000000,200000000,2
XI-IATI-IADB-PR-L1151,300000000,300000000,1
XI-IATI-IADB-PR-L1161,90000000,90000000,1
XI-IATI-IADB-PR-L1163,90000000,90000000,2
XI-IATI-IADB-PR-L1175,210000000,210000000,1
XI-IATI-IADB-PR-L1177,200000000,200000000,1
XI-IATI-IADB-PR-L1179,250000000,250000000,1
XI-IATI-IADB-PR-L1180,250000000,250000000,1
XI-IATI-IADB-PR-L1185,150000000,150000000,1
XI-IATI-IADB-SU-L1033,15000000,15000000,1
XI-IATI-IADB-SU-L1036,70000000,70000000,1
XI-IATI-IADB-SU-L1043,15000000,15000000,1
XI-IATI-IADB-SU-L1065,150000000,150000000,1
XI-IATI-IADB-SU-L1066,150000000,150000000,1
XI-IATI-IADB-SU-L1075,150000000,150000000,1
XI-IATI-IADB-TT-L1058,100000000,200000000,1
XI-IATI-IADB-UR-L1076,550000000,183750000,1
XI-IATI-IADB-UR-L1097,120000000,120000000,2
XI-IATI-IADB-UR-L1106,247000000,247000000,1
XI-IATI-IADB-UR-L1108,250000000,250000000,1
XI-IATI-IADB-UR-L1140,250000000,250000000,1
XI-IATI-IADB-UR-L1156,250000000,250000000,1
XI-IATI-IADB-UR-L1170,350000000,350000000,1
XI-IATI-IADB-UR-L1175,145000000,145000000,1
XI-IATI-IADB-UR-L1186,155000000,155000000,1
XI-IATI-IADB-UR-L1195,200000000,200000000,1
XI-IATI-IADB-UR-L1199,200000000,200000000,1
XI-IATI-IADB-UR-L1207,100000000,100000000,1
XM-DAC-21-1-2014B1MOZBSUP-MOZBUDSUP,0,0,1
XM-DAC-21-1-2015000108B1MOZBSUPMOZBUDSUP,0,0,1
XM-DAC-21-1-2015000211B1TANGBIPTANGBS,0,0,1
XM-DAC-3-1-107049-16394,0,19827548.256833185,9
XM-DAC-3-1-114412-14709,3917742.6485159835,28119529.969969057,7
XM-DAC-3-1-144397-20541,28476043.84213174,9068082.318328023,12
XM-DAC-3-1-160285-21566,3811033.7047820855,3787048.163843961,6
XM-DAC-3-1-172859-23033,58663178.888397686,58663178.88839769,8
XM-DAC-3-1-174458-24297,49543438.16216711,48903837.71703837,5
XM-DAC-3-1-185092-24540,92989222.39668287,69646235.39535664,5
XM-DAC-3-1-187132-24323,39634750.52973369,27775580.19329563,4
XM-DAC-3-1-191966-24982,2743944.2674431014,2743944.252198966,2
XM-DAC-3-1-204943-27743,44058173.74045336,43954091.97548743,5
XM-DAC-3-1-209288-26075,32470007.164743368,32470007.164743364,5
XM-DAC-3-1-209288-26078,0,0,0
XM-DAC-3-1-229249-29282,36555435.29626976,36553960.17927103,3
XM-DAC-3-1-255454-30798,33537096.60208235,33537096.60208235,3
XM-DAC-3-1-255454-31740,2256131.9532309948,2226801.262214363,3
XM-DAC-3-1-255454-31741,564032.9883077486,504051.1669385204,4
XM-DAC-3-1-49056-19443,24330113.66789128,23696451.186755896,8
XM-DAC-46004-32312-013-LN2306,8900000,9390440.2,1
XM-DAC-46004-32507-013-LN2379,300000000,300000000,1
XM-DAC-46004-32507-023-LN2577,300000000,300000000,1
XM-DAC-46004-33357-013-LN2252,7684000,7828412.2,1
XM-DAC-46004-34135-013-LN2218,10000000,5150329.03,1
XM-DAC-46004-34172-013-LN2224,15500000,16729810.52,1
XM-DAC-46004-34389-013-LN2378,10000000,10470136.22,1
XM-DAC-46004-34389-023-LN2479,10300000,10452270.67,1
XM-DAC-46004-34389-033-LN2585,10000000,9609533.92,1
XM-DAC-46004-34389-043-LN2706,10000000,10171779.66,1
XM-DAC-46004-35174-013-LN2277,30000000,31300904.56,1
XM-DAC-46004-35174-023-LN2551,25000000,25345221.82,1
XM-DAC-46004-35174-082-GRNT0272,65000000,65000000,3
XM-DAC-46004-36107-023-LN2334,60000000,63997158.49,1
XM-DAC-46004-36155-013-LN2270,400000000,400000000,1
XM-DAC-46004-36169-013-LN2268,56000000,57154751.88,1
XM-DAC-46004-36169-023-LN2641,60400000,57570658.53,3
XM-DAC-46004-36172-063-GRNT0305,21000000,21000000,5
XM-DAC-46004-36308-023-LN2442,100000000,100000000,1
XM-DAC-46004-36343-013-LN2281,1000000000,800000000,1
XM-DAC-46004-37017-013-LN2362,150000000,146343763.83,6
XM-DAC-46004-37164-023-LN2279,11000000,11451032.09,1
XM-DAC-46004-37218-013-LN2202,130000000,110000000,1
XM-DAC-46004-37218-013-LN2203,65000000,23488979.64,1
XM-DAC-46004-37307-013-LN2267,30000000,30781746.46,1
XM-DAC-46004-37393-032-GRNT0067,56000000,56000000,1
XM-DAC-46004-37577-013-LN2377,75000000,76570954.06,1
XM-DAC-46004-37577-023-LN2707,60000000,60797310.62,1
XM-DAC-46004-37752-013-LN2282,450000000,450000000,1
XM-DAC-46004-38122-013-LN2215,48000000,0,3
XM-DAC-46004-38264-013-LN2478,350000000,350000000,1
XM-DAC-46004-38276-013-LN2278,200000000,200000000,1
XM-DAC-46004-38276-023-LN2715,200000000,200000000,1
XM-DAC-46004-38335-013-LN2284,20000000,20181627.58,1
XM-DAC-46004-38349-029-LN3948,50000000,25000000,5
XM-DAC-46004-38392-033-LN2262,15000000,15265965.78,1
XM-DAC-46004-38421-013-LN2480,20000000,21193566.05,1
XM-DAC-46004-38421-023-LN2675,10000000,10181133.29,1
XM-DAC-46004-38421-072-LN2904,25000000,24870059.12,1
XM-DAC-46004-38558-013-LN2673,20000000,19467813.72,5
XM-DAC-46004-39305-013-LN2554,70000000,68930043.42,2
XM-DAC-46004-39405-013-LN2383,50000000,50017087.28,2
XM-DAC-46004-39492-013-LN2291,300000000,300000000,1
XM-DAC-46004-39492-013-LN2292,20000000,20080712.26,1
XM-DAC-46004-39516-013-LN2387,300000000,337552086.5,1
XM-DAC-46004-39516-023-LN2584,225000000,225000000,1
XM-DAC-46004-39658-013-LN2597,35000000,33063307.04,1
XM-DAC-46004-40003-013-LN2361,400000000,400000000,1
XM-DAC-46004-40009-023-LN2263,400000000,400000000,1
XM-DAC-46004-40009-033-LN2475,280000000,280000000,1
XM-DAC-46004-40009-043-LN2708,200000000,200000000,1
XM-DAC-46004-40272-013-LN2394,200000000,200000000,1
XM-DAC-46004-40273-013-LN2488,200000000,200000000,1
XM-DAC-46004-40347-013-LN2582,20000000,19084405.74,1
XM-DAC-46004-40354-013-LN2642,30000000,31274906.3,2
XM-DAC-46004-40368-022-LN2777,10000000,9239497.190000001,6
XM-DAC-46004-40538-013-LN2315,250000000,250000000,1
XM-DAC-46004-40538-023-LN2450,250000000,250000000,1
XM-DAC-46004-40538-033-LN2545,250000000,250000000,1
XM-DAC-46004-40563-013-LN2335,400000000,416580782.1,1
XM-DAC-46004-41108-013-LN2340,400000000,400000000,1
XM-DAC-46004-41325-013-LN2665,300000000,300000000,1
XM-DAC-46004-41360-013-LN2680,40000000,42156678.21,1
XM-DAC-46004-41360-014-LN3050,50000000,50992920,2
XM-DAC-46004-41373-013-LN2674,10000000,10722365.01,1
XM-DAC-46004-41380-013-LN2489,300000000,300000000,1
XM-DAC-46004-41380-023-LN2840,300000000,300000000,1
XM-DAC-46004-41392-013-LN2886,23970000,23752474.29,1
XM-DAC-46004-41392-023-LN3415,15000000,14382439.09,2
XM-DAC-46004-41544-084-GRNT0393,22000000,22000000,1
XM-DAC-46004-41544-088-GRNT0432,20000000,20000000,1
XM-DAC-46004-41544-089-GRNT0487,12500000,0,1
XM-DAC-46004-41544-089-LN3410,12500000,12017857.6,1
XM-DAC-46004-41544-091-GRNT0563,25000000,24592040,2
XM-DAC-46004-41545-013-LN2484,100000000,100230504.2,1
XM-DAC-46004-41545-023-LN2645,120000000,119662239,1
XM-DAC-46004-41607-013-LN2536,94000000,94000000,3
XM-DAC-46004-41641-013-LN2485,100000000,95973556.2,1
XM-DAC-46004-41641-023-LN2644,150000000,150969185.8,1
XM-DAC-46004-41666-013-LN2385,250000000,250000000,1
XM-DAC-46004-41666-033-LN2547,75000000,75000000,1
XM-DAC-46004-41666-033-LN2548,75000000,76465876.57,1
XM-DAC-46004-42007-020-LN4156,19717136,0,2
XM-DAC-46004-42007-020-LN4157,80000000,80000000,2
XM-DAC-46004-42007-021-LN4415,100000000,0,2
XM-DAC-46004-42151-013-LN2452,150000000,105000000,6
XM-DAC-46004-42163-013-LN2446,300000000,300000000,1
XM-DAC-46004-42163-013-LN2447,200000000,193493300.4,1
XM-DAC-46004-42163-023-LN2524,350000000,350000000,1
XM-DAC-46004-42163-023-LN2525,150000000,149664367.2,1
XM-DAC-46004-42191-013-LN2490,25000000,24673459.51,1
XM-DAC-46004-42191-023-LN2570,100000000,102022155.2,1
XM-DAC-46004-42191-033-LN2827,24800000,24270103.43,1
XM-DAC-46004-42235-013-LN2877,40000000,39825321.06,1
XM-DAC-46004-42235-023-LN3213,50000000,47380477.77,1
XM-DAC-46004-42267-026-LN3182,250000000,250000000,5
XM-DAC-46004-42305-013-LN2815,15000000,14740297.11,1
XM-DAC-46004-42305-023-LN3002,15000000,15224299.21,1
XM-DAC-46004-42305-033-LN3185,15000000,13798154.64,2
XM-DAC-46004-42503-013-LN2565,10000000,10000000,1
XM-DAC-46004-42503-023-LN2946,6000000,5983423.03,2
XM-DAC-46004-42529-013-LN2531,50000000,49901136.22,1
XM-DAC-46004-42529-023-LN2532,30000000,29941303.34,1
XM-DAC-46004-43009-013-LN2521,1000000000,0,1
XM-DAC-46004-43087-013-LN2529,46300000,47109160.51,1
XM-DAC-46004-43087-023-LN2530,33700000,34289004.9,1
XM-DAC-46004-43092-013-LN2595,200000000,200000000,1
XM-DAC-46004-43096-013-LN2523,43100000,43868173.27,1
XM-DAC-46004-43157-013-LN2566,44850000,45305932.1,1
XM-DAC-46004-43157-013-LN2567,100000000,100982099.1,1
XM-DAC-46004-43157-013-LN2568,100000000,100000000,1
XM-DAC-46004-43157-013-LN2569,500000000,500000000,1
XM-DAC-46004-43191-013-LN2625,16000000,15419139.77,1
XM-DAC-46004-43191-023-LN2801,10820000,10418514.41,1
XM-DAC-46004-43211-013-LN2723,200000000,200000000,1
XM-DAC-46004-43260-013-LN2888,12000000,11515265.95,3
XM-DAC-46004-43300-013-LN2538,500000000,500000000,1
XM-DAC-46004-43321-013-LN2659,9500000,9979846.47,1
XM-DAC-46004-43321-023-LN2950,5000000,4893961.1,2
XM-DAC-46004-43330-013-LN2543,500000000,500000000,1
XM-DAC-46004-43396-013-LN2872,350000000,350000000,1
XM-DAC-46004-43396-014-LN3233,350000000,350000000,1
XM-DAC-46004-43477-013-LN2951,95000000,95000000,1
XM-DAC-46004-43477-013-LN2952,155000000,150251447.04999998,2
XM-DAC-46004-43477-013-LN2953,50000000,49525934.16,2
XM-DAC-46004-43496-013-LN2664,100000000,100000000,1
XM-DAC-46004-44031-013-LN2691,12600000,12600000,2
XM-DAC-46004-44031-013-LN2692,3400000,3472734.4,2
XM-DAC-46004-44057-012-LN2791,5000000,4861828.16,1
XM-DAC-46004-44057-013-LN3036,15000000,15110733.21,2
XM-DAC-46004-44061-012-GRNT0251,45000000,45000000,2
XM-DAC-46004-44251-013-LN3081,45000000,45179727.12,1
XM-DAC-46004-44251-034-LN3335,100000000,100416675.8,2
XM-DAC-46004-44252-013-LN2895,300000000,300000000,1
XM-DAC-46004-44253-013-LN3111,250000000,250000000,1
XM-DAC-46004-44253-016-LN3505,250000000,250000000,2
XM-DAC-46004-44263-013-LN3460,40000000,38632260.05,2
XM-DAC-46004-44263-015-LN3831,40000000,40000000,2
XM-DAC-46004-44263-016-LN4128,40000000,0,2
XM-DAC-46004-44321-013-LN3006,24000000,22688206.79,10
XM-DAC-46004-44453-014-LN2926,400000000,400000000,2
XM-DAC-46004-45032-001-GRNT0300,4000000,4000000,2
XM-DAC-46004-45230-001-LN2922,20000000,19086498.740000002,3
XM-DAC-46004-45253-002-LN3318,150000000,150000000,6
XM-DAC-46004-45253-002-LN3319,100000000,98094601.29,6
XM-DAC-46004-45260-001-GRNT0322,15000000,15000000,3
XM-DAC-46004-45260-001-LN2954,21000000,20207590.82,3
XM-DAC-46004-45260-001-LN2955,8340000,7956436.51,3
XM-DAC-46004-45288-002-LN3187,200000000,200000000,5
XM-DAC-46004-45395-001-GRNT0318,2350000,2350000,2
XM-DAC-46004-46059-001-LN2905,2500000,2547723.55,1
XM-DAC-46004-46059-002-LN3205,15000000,14642647.89,2
XM-DAC-46004-46064-002-LN3166,7000000,6389830.13,5
XM-DAC-46004-46093-001-LN2942,300000000,300000000,1
XM-DAC-46004-46093-004-LN3068,400000000,400000000,2
XM-DAC-46004-46220-001-LN3155,49000000,45563705.67,2
XM-DAC-46004-46220-006-LN3453,90000000,90000000,2
XM-DAC-46004-46239-001-LN2871,500000000,500000000,4
XM-DAC-46004-46371-001-LN2994,14190000,14215475.36,2
XM-DAC-46004-46371-002-GRNT0431,16100000,16100000,1
XM-DAC-46004-46371-002-LN3258,20100000,19967303.06,3
XM-DAC-46004-46372-001-LN2984,575500000,511529441.3,1
XM-DAC-46004-46384-001-GRNT0360,14000000,14000000,3
XM-DAC-46004-46385-001-GRNT0359,4500000,4500000,2
XM-DAC-46004-46497-001-GRNT0339,5000000,5000000,2
XM-DAC-46004-46537-002-GRNT0407,10000000,3000000,5
XM-DAC-46004-47015-001-LN3126,400000000,399157648.3,2
XM-DAC-46004-47015-002-LN3321,100000000,100000000,2
XM-DAC-46004-47015-002-LN3322,300000000,293988918.9,2
XM-DAC-46004-47015-003-LN3537,300000000,300000000,1
XM-DAC-46004-47099-002-GRNT0463,53400000,53400000,2
XM-DAC-46004-47099-002-LN3343,6600000,6552162.4,2
XM-DAC-46004-47099-004-GRNT0530,19240000,1924646.45,10
XM-DAC-46004-47099-004-LN3513,30760000,31613705.23,1
XM-DAC-46004-47136-003-LN3426,15000000,14633794.56,2
XM-DAC-46004-47136-006-LN3719,15000000,15000000,2
XM-DAC-46004-47137-003-LN3279,17000000,17003711.16,2
XM-DAC-46004-47137-006-GRNT0572,30000000,30000000,1
XM-DAC-46004-47140-002-LN3493,50000000,49318771.16,3
XM-DAC-46004-47293-001-LN3227,140000000,140000000,1
XM-DAC-46004-47293-001-LN3228,90000000,85533314.41,1
XM-DAC-46004-47314-001-GRNT0416,3000000,3000000,1
XM-DAC-46004-47318-001-GRNT0442,2000000,2000000,1
XM-DAC-46004-47322-001-GRNT0560,5000000,5000000,2
XM-DAC-46004-47322-002-GRNT0633,2500000,381923.02,9
XM-DAC-46004-48044-001-LN3190,16000000,16000000,2
XM-DAC-46004-48044-001-LN3191,59000000,57496632.48,2
XM-DAC-46004-48044-004-LN3282,22000000,21369431.23,1
XM-DAC-46004-48044-004-LN3283,53000000,52387764.73,1
XM-DAC-46004-48044-005-LN3417,50000000,50000000,1
XM-DAC-46004-48044-005-LN3418,50000000,48704241.85,1
XM-DAC-46004-48065-002-LN3398,200000000,200000000,2
XM-DAC-46004-48065-002-LN3399,100000000,98630410.44,2
XM-DAC-46004-48065-003-LN3538,300000000,300000000,2
XM-DAC-46004-48134-001-LN3164,400000000,400000000,1
XM-DAC-46004-48134-006-LN3402,500000000,500000000,1
XM-DAC-46004-48134-007-LN3670,500000000,500000000,1
XM-DAC-46004-48207-001-LN3274,400000000,400000000,2
XM-DAC-46004-48207-002-LN3541,400000000,400000000,1
XM-DAC-46004-48207-004-LN3779,500000000,500000000,1
XM-DAC-46004-48218-010-LN3847,50000000,50000000,5
XM-DAC-46004-48361-001-GRNT0479,3000000,3000000,1
XM-DAC-46004-48361-001-LN3393,3000000,2997695,1
XM-DAC-46004-48361-002-GRNT0532,2250000,0,1
XM-DAC-46004-48361-002-LN3531,2750000,2807266.12,1
XM-DAC-46004-48361-003-GRNT0647,5000000,5000000,1
XM-DAC-46004-48386-004-LN3614,250000000,250000000,3
XM-DAC-46004-48427-001-LN3334,300000000,300000000,2
XM-DAC-46004-48427-002-LN3595,300000000,300000000,3
XM-DAC-46004-48434-005-LN3424,125000000,125000000,3
XM-DAC-46004-48458-001-LN3333,300000000,300000000,2
XM-DAC-46004-48458-003-LN3691,300000000,300000000,2
XM-DAC-46004-48478-001-GRNT0473,2000000,2000000,1
XM-DAC-46004-48479-001-GRNT0478,5000000,5000000,2
XM-DAC-46004-48490-002-LN3667,15000000,15000000,2
XM-DAC-46004-48490-003-LN3812,65000000,65000000,2
XM-DAC-46004-48490-004-LN3952,200000000,200000000,1
XM-DAC-46004-49006-003-LN4112,100892076,0,2
XM-DAC-46004-49041-002-LN3428,26500000,25776547.17,2
